CaseID,Duration,B2,B7_a,B7_b,D1A,D1E,EF3_a,EF3_b,EF3_c,EF3_d,EF3_e,EF3_f,EF3_g,EF3_h
5056,1264,doing okay,only fair,only fair,yes,yes,no,no,no,yes,no,no,no,no
5057,13896,doing okay,poor,only fair,yes,yes,no,no,no,no,no,no,no,yes
5058,1578,doing okay,good,good,no,yes,yes,no,yes,no,no,no,no,no
5059,1484,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5060,2142,doing okay,good,only fair,yes,yes,no,yes,no,no,no,no,no,no
5061,1534,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
5062,730,just getting by,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
5063,1724,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
5064,1567,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
5065,1086,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
5066,2129,living comfortably,poor,poor,yes,no,no,no,yes,no,no,no,no,no
5067,1119,doing okay,only fair,only fair,yes,no,no,yes,yes,no,no,no,no,no
5068,1114,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5069,798,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5070,1567,doing okay,good,only fair,no,yes,,,,,,,,
5071,37180,doing okay,only fair,only fair,yes,yes,yes,yes,no,no,no,no,no,no
5072,824,just getting by,only fair,only fair,no,no,yes,yes,no,no,no,no,no,no
5073,1234,living comfortably,good,excellent,yes,no,yes,no,no,no,no,no,no,no
5074,911,finding it difficult to get by,only fair,only fair,no,yes,no,no,no,no,no,no,yes,no
5075,786,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
5076,867,just getting by,only fair,only fair,no,no,no,no,no,no,no,no,no,yes
5077,1849,doing okay,only fair,good,yes,yes,no,no,no,no,no,no,no,yes
5078,1533,living comfortably,excellent,excellent,no,no,yes,no,no,no,no,no,no,no
5079,2265,doing okay,poor,good,no,no,no,no,yes,no,no,no,no,no
5080,957,doing okay,good,good,no,no,no,yes,no,no,no,no,no,no
5081,1579,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5082,749,finding it difficult to get by,good,good,yes,yes,no,no,no,no,no,no,no,yes
5083,1769,living comfortably,excellent,good,no,no,no,no,yes,no,no,no,no,no
5084,949,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5085,717,doing okay,poor,only fair,yes,yes,no,no,no,yes,no,no,no,no
5086,91098,living comfortably,excellent,good,yes,no,no,no,yes,no,no,no,no,no
5087,570,doing okay,only fair,only fair,yes,no,yes,no,yes,no,no,no,no,no
5088,2853,finding it difficult to get by,only fair,poor,no,yes,no,no,no,no,no,no,no,yes
5090,1010,finding it difficult to get by,poor,poor,no,yes,no,no,no,no,no,no,no,yes
5091,1682,living comfortably,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
5093,2633,just getting by,poor,poor,no,no,no,no,no,no,no,no,yes,no
5094,1029,just getting by,only fair,poor,yes,no,yes,no,no,no,no,no,no,no
5095,1148,living comfortably,only fair,only fair,no,no,yes,no,yes,no,no,no,no,no
5096,2010,doing okay,good,good,yes,yes,no,no,yes,no,no,no,no,no
5097,1348,just getting by,only fair,only fair,yes,yes,no,no,no,no,no,yes,yes,yes
5098,524,living comfortably,excellent,excellent,no,no,no,no,yes,no,no,no,no,no
5099,973,living comfortably,excellent,excellent,yes,no,yes,no,no,no,no,no,no,no
5100,1529,just getting by,excellent,excellent,yes,no,no,yes,no,no,no,no,no,no
5101,1295,just getting by,only fair,poor,no,no,no,no,yes,no,no,no,no,no
5102,40553,doing okay,good,good,yes,yes,no,no,yes,no,no,no,no,no
5103,610,living comfortably,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
5104,1276,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
5105,877,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
5106,1273,doing okay,only fair,poor,no,no,no,yes,no,yes,yes,no,yes,no
5107,1154,just getting by,only fair,only fair,yes,yes,no,no,no,no,no,no,no,yes
5108,649,living comfortably,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
5109,887,doing okay,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
5110,750,living comfortably,excellent,excellent,yes,no,yes,no,no,no,no,no,no,no
5111,606,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5112,1067,doing okay,only fair,only fair,yes,no,no,yes,no,no,no,no,no,no
5113,1353,living comfortably,good,only fair,no,no,no,no,yes,no,no,no,no,no
5114,1062,doing okay,good,excellent,no,no,no,no,yes,no,no,no,no,no
5115,895,living comfortably,only fair,only fair,no,no,yes,no,yes,no,no,no,no,no
5116,2466,doing okay,good,good,no,no,,,,,,,,
5117,802,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
5118,2307,living comfortably,good,only fair,no,no,no,no,yes,no,no,no,no,no
5119,896,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5120,669,doing okay,good,excellent,yes,no,no,no,yes,no,no,no,no,no
5121,2343,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
5122,6096,doing okay,only fair,only fair,yes,no,no,yes,no,no,no,no,no,no
5123,1307,just getting by,only fair,only fair,no,yes,no,yes,no,no,no,no,yes,yes
5124,1563,living comfortably,good,good,yes,yes,no,no,yes,no,no,no,no,no
5125,1193,just getting by,good,good,no,no,no,no,yes,no,no,no,no,no
5126,1812,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5127,876,doing okay,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
5128,336812,just getting by,only fair,only fair,no,no,no,no,yes,no,no,no,yes,no
5129,1329,living comfortably,good,only fair,no,no,no,no,yes,no,no,no,no,no
5130,875,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
5131,846,just getting by,only fair,only fair,yes,yes,no,yes,no,no,no,no,no,no
5132,724,living comfortably,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
5133,1841,doing okay,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
5134,842,living comfortably,good,poor,yes,no,yes,no,no,no,no,no,no,no
5135,1076,just getting by,excellent,good,yes,yes,no,yes,no,no,no,no,no,no
5136,961,living comfortably,only fair,good,yes,no,no,no,yes,no,no,no,no,no
5137,694,living comfortably,excellent,excellent,yes,yes,yes,no,no,no,no,no,no,no
5138,791,doing okay,good,only fair,yes,yes,no,no,yes,no,no,no,no,no
5139,959,doing okay,good,good,no,no,no,no,no,no,yes,no,no,no
5140,997,doing okay,good,only fair,no,no,yes,no,yes,no,no,no,no,no
5141,923,finding it difficult to get by,good,good,no,no,no,yes,no,no,no,no,no,no
5142,1385,doing okay,good,good,no,yes,yes,yes,no,no,no,no,no,no
5143,639,living comfortably,good,poor,yes,no,yes,no,no,no,no,no,no,no
5144,1793,living comfortably,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
5145,528,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
5146,3881,doing okay,good,good,no,no,no,no,no,no,no,no,no,yes
5147,1244,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
5148,26756,,only fair,only fair,no,yes,no,no,no,no,yes,no,no,no
5149,999,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
5150,971,living comfortably,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
5151,1563,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
5152,1026,just getting by,good,good,yes,yes,no,yes,no,no,no,no,no,no
5153,746,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5154,2518,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5155,1377,doing okay,only fair,only fair,yes,yes,no,no,yes,no,yes,no,no,no
5156,4616,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5157,2306,just getting by,only fair,only fair,no,yes,no,no,yes,no,no,no,no,no
5158,1282,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5159,630,just getting by,only fair,only fair,yes,yes,no,no,yes,no,no,no,no,no
5160,961,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5161,1667,living comfortably,good,only fair,yes,no,yes,no,yes,no,no,no,no,no
5162,2057,doing okay,good,good,no,no,no,no,no,no,no,no,no,yes
5163,731,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
5164,1738,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
5165,892,doing okay,good,poor,no,no,no,no,no,no,no,no,no,yes
5166,1293,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5167,1911,living comfortably,poor,good,yes,no,yes,no,no,no,no,no,no,no
5168,842,doing okay,good,good,yes,yes,yes,no,no,no,no,no,no,no
5169,988,finding it difficult to get by,good,good,yes,yes,no,no,no,no,yes,no,no,no
5170,1728,just getting by,poor,only fair,no,no,no,no,no,no,no,no,no,yes
5171,864,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5172,1007,finding it difficult to get by,only fair,only fair,no,no,no,no,no,no,no,no,no,yes
5173,1345,just getting by,only fair,only fair,yes,yes,yes,no,yes,no,no,no,no,no
5174,1105,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5175,1404,doing okay,good,good,yes,yes,no,no,yes,no,no,no,no,no
5176,580,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5177,1579,living comfortably,good,excellent,no,no,no,no,yes,no,no,no,no,no
5178,839,finding it difficult to get by,only fair,good,no,no,no,yes,yes,no,no,no,no,no
5179,1145,living comfortably,good,good,yes,yes,no,no,yes,no,no,no,no,no
5180,527,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5181,743,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5182,362847,living comfortably,only fair,only fair,yes,no,yes,no,yes,no,no,no,no,no
5183,1305,just getting by,poor,only fair,no,no,no,no,no,no,no,no,no,yes
5184,602,just getting by,only fair,only fair,no,yes,no,no,no,no,yes,no,no,no
5185,5116,doing okay,good,good,no,yes,no,yes,no,no,no,no,no,no
5186,1716,living comfortably,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
5187,1782,doing okay,only fair,only fair,yes,yes,no,no,yes,no,no,no,no,no
5188,970,living comfortably,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
5189,2149,finding it difficult to get by,poor,poor,yes,no,no,no,no,no,no,no,no,yes
5190,1388,doing okay,poor,only fair,no,yes,no,yes,no,no,no,no,yes,no
5191,1194,doing okay,good,good,yes,no,yes,yes,no,no,no,no,no,no
5192,688,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5193,934,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5194,2403,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5195,1082,doing okay,only fair,only fair,no,no,no,no,no,no,no,no,no,yes
5196,1126,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5197,835,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
5198,692,doing okay,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
5199,932,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5200,42910,just getting by,poor,poor,yes,no,no,yes,no,no,no,no,no,no
5201,1344,doing okay,good,only fair,yes,yes,no,no,no,no,no,no,no,yes
5202,1619,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
5203,1026,living comfortably,good,only fair,no,no,no,no,yes,no,no,no,no,no
5204,1172,doing okay,only fair,good,yes,no,yes,no,no,no,no,no,no,no
5205,1310,living comfortably,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
5206,749,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
5207,667,just getting by,good,only fair,no,yes,no,yes,no,no,no,no,no,no
5208,1914,doing okay,only fair,poor,yes,yes,no,yes,no,no,no,no,no,no
5209,1091,living comfortably,excellent,good,yes,no,no,no,yes,no,no,no,no,no
5210,1673,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5211,1150,living comfortably,good,only fair,no,no,no,no,yes,no,no,no,no,no
5212,682,just getting by,only fair,only fair,no,no,no,no,no,no,no,no,no,yes
5213,1141,doing okay,only fair,only fair,no,yes,yes,no,yes,no,no,no,no,no
5214,1444,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
5215,1030,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
5216,1469,doing okay,good,good,yes,yes,no,yes,no,no,no,no,no,no
5217,1112,doing okay,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
5218,218875,just getting by,excellent,excellent,yes,no,yes,yes,no,no,no,no,yes,no
5219,1066,living comfortably,only fair,only fair,yes,yes,yes,no,no,no,no,no,no,no
5220,1085,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5221,731,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5222,842,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
5223,1538,living comfortably,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
5224,1336,finding it difficult to get by,only fair,poor,yes,yes,no,no,no,no,yes,no,no,no
5225,1106,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5226,10246,just getting by,good,only fair,yes,yes,yes,no,no,no,no,no,no,no
5227,1161,living comfortably,only fair,good,yes,no,no,no,yes,no,no,no,no,no
5228,864,doing okay,good,good,yes,no,no,no,no,yes,no,no,no,no
5229,1372,living comfortably,poor,poor,no,no,yes,no,no,no,no,no,no,no
5230,1163,doing okay,excellent,excellent,no,yes,no,no,no,yes,no,no,no,no
5231,731,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
5232,885,just getting by,good,good,no,yes,no,no,no,no,no,no,no,yes
5233,909,living comfortably,good,only fair,no,yes,yes,no,yes,no,no,no,no,no
5234,1974,doing okay,poor,only fair,yes,no,no,no,yes,no,no,no,no,no
5235,642,doing okay,good,good,no,no,yes,yes,no,no,no,no,no,no
5236,755,living comfortably,excellent,excellent,no,no,no,no,yes,no,no,no,no,no
5237,1536,just getting by,only fair,only fair,yes,yes,no,yes,no,yes,no,yes,yes,no
5238,554,doing okay,poor,poor,no,no,no,no,no,no,no,no,no,yes
5239,1323,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
5240,674,doing okay,only fair,only fair,yes,yes,yes,no,no,no,no,no,no,no
5241,858,finding it difficult to get by,only fair,good,no,yes,no,no,yes,no,no,no,no,no
5242,1574,doing okay,only fair,good,no,no,no,no,yes,no,no,no,no,no
5243,2490,doing okay,good,good,yes,no,yes,no,yes,no,no,no,no,no
5244,2304,living comfortably,good,only fair,no,no,no,yes,yes,yes,no,no,no,no
5245,2384,finding it difficult to get by,only fair,poor,yes,no,no,no,no,no,yes,no,no,yes
5246,189615,just getting by,good,good,yes,yes,no,yes,no,no,no,no,no,no
5247,661,living comfortably,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
5248,1303,just getting by,excellent,good,yes,no,no,yes,yes,no,no,no,no,no
5249,1040,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5250,646,living comfortably,only fair,poor,no,no,no,no,yes,no,no,no,no,no
5251,85835,doing okay,only fair,good,yes,no,no,no,yes,no,no,no,no,no
5252,1002,finding it difficult to get by,poor,poor,yes,yes,yes,no,no,no,no,no,no,no
5253,2229,just getting by,only fair,only fair,no,yes,no,no,no,yes,no,no,no,no
5254,1898,doing okay,only fair,good,no,no,no,no,yes,no,no,no,no,no
5255,676,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5256,1340,just getting by,poor,poor,yes,no,no,no,no,no,no,no,no,yes
5257,72468,doing okay,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
5258,953,just getting by,only fair,only fair,yes,yes,no,yes,yes,yes,no,no,no,no
5259,863,living comfortably,excellent,good,yes,no,yes,no,yes,no,no,no,no,no
5260,697,doing okay,good,only fair,no,no,no,no,yes,no,no,no,no,no
5261,847,just getting by,only fair,only fair,yes,yes,no,no,no,no,yes,no,no,no
5262,1487,doing okay,good,good,no,no,yes,yes,no,no,no,no,yes,no
5263,1961,living comfortably,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
5264,2079,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
5265,933,doing okay,good,excellent,yes,no,yes,no,yes,no,no,no,no,no
5266,1172,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5267,1068,doing okay,only fair,only fair,no,no,no,yes,no,no,no,no,no,no
5268,750,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
5269,632,doing okay,only fair,only fair,no,yes,,,,,,,,
5270,1109,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5271,2904,doing okay,only fair,only fair,no,yes,no,yes,yes,no,no,no,no,no
5272,911,living comfortably,good,only fair,no,no,no,no,yes,no,no,no,no,no
5273,804,doing okay,only fair,good,yes,yes,no,no,yes,no,no,no,no,no
5274,1220,living comfortably,excellent,good,yes,no,yes,no,no,no,no,no,no,no
5275,965,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5276,1529,just getting by,only fair,poor,no,yes,yes,no,no,no,no,no,no,no
5277,683,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
5278,13737,doing okay,good,good,yes,yes,yes,yes,no,no,yes,no,no,no
5279,917,doing okay,good,only fair,yes,yes,no,no,yes,no,yes,no,no,no
5280,1340,doing okay,excellent,good,yes,no,yes,no,no,no,no,no,no,no
5281,990,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
5282,1989,doing okay,good,good,no,yes,no,no,no,no,yes,no,yes,no
5283,1527,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5284,1019,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
5285,1101,living comfortably,only fair,good,no,no,no,no,yes,no,no,no,no,no
5286,734,just getting by,only fair,only fair,no,yes,yes,no,no,no,no,no,no,no
5287,920,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5288,986,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
5289,1113,doing okay,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
5290,1380,just getting by,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
5291,1164,living comfortably,excellent,good,yes,no,no,no,yes,no,no,no,no,no
5292,742,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
5293,1149,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
5294,1664,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
5295,1847,finding it difficult to get by,only fair,only fair,yes,no,no,no,no,no,yes,no,no,yes
5296,3095,just getting by,only fair,only fair,yes,yes,no,no,no,no,no,no,no,yes
5297,742,living comfortably,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
5298,1008,doing okay,only fair,,no,yes,no,no,yes,no,no,no,no,no
5299,640,living comfortably,good,only fair,no,yes,yes,no,no,no,no,no,no,no
5300,820,doing okay,good,only fair,no,no,yes,no,no,no,no,no,no,no
5301,905,just getting by,only fair,only fair,yes,no,no,yes,yes,yes,no,no,no,no
5302,1113,just getting by,only fair,only fair,no,no,no,yes,yes,no,yes,no,no,no
5303,734,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
5304,1169,doing okay,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
5305,964,doing okay,only fair,only fair,yes,yes,yes,no,yes,no,no,no,no,no
5306,634,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
5307,1191,doing okay,good,good,yes,yes,yes,no,no,no,no,no,no,no
5308,679,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
5309,1086,doing okay,only fair,only fair,yes,yes,no,no,yes,no,no,no,no,no
5310,635,just getting by,only fair,only fair,yes,yes,no,no,no,no,no,no,no,yes
5311,701,living comfortably,excellent,good,yes,no,yes,no,no,no,no,no,no,no
5312,1157,living comfortably,only fair,only fair,no,no,no,no,yes,no,no,no,yes,no
5313,1416,doing okay,only fair,only fair,no,no,yes,no,yes,no,no,no,no,no
5314,22179,finding it difficult to get by,poor,poor,yes,no,no,no,no,no,no,no,no,yes
5315,91265,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5316,852,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5317,673,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5318,653,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5319,758,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
5320,847,living comfortably,good,good,no,yes,yes,no,no,no,no,no,no,no
5321,1687,living comfortably,good,only fair,yes,no,yes,yes,yes,no,no,no,no,no
5322,31490,finding it difficult to get by,only fair,only fair,no,yes,no,yes,no,no,yes,no,no,no
5323,1346,doing okay,only fair,only fair,yes,yes,no,yes,no,no,no,no,no,no
5324,1270,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
5325,1762,doing okay,only fair,good,yes,no,yes,yes,yes,no,no,no,no,no
5326,1939,living comfortably,good,good,yes,no,no,yes,yes,no,no,no,no,no
5327,996,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
5328,2545,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5329,1075,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
5330,2200,just getting by,only fair,only fair,yes,no,no,yes,no,no,no,no,no,no
5331,504188,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5332,913,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5333,1901,doing okay,only fair,good,no,no,no,yes,no,no,no,no,no,yes
5334,1530,doing okay,good,good,yes,no,no,yes,no,no,no,no,no,no
5335,3352,doing okay,good,good,yes,no,yes,no,yes,no,no,no,no,no
5336,518,finding it difficult to get by,good,only fair,yes,no,no,yes,no,no,no,no,no,no
5337,1066,doing okay,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
5338,516,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
5339,671,living comfortably,only fair,poor,no,no,yes,no,no,no,no,no,no,no
5340,1372,doing okay,good,only fair,yes,yes,no,yes,no,no,no,no,no,no
5341,660,living comfortably,only fair,only fair,yes,no,no,no,no,no,no,no,yes,no
5342,635,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
5343,817,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
5344,686,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5345,890,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5346,1382,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5347,1357,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
5348,3108,doing okay,good,poor,no,no,no,no,no,no,no,no,no,yes
5349,2106,living comfortably,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
5350,1075,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
5351,1623,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5352,1957,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
5353,1293,living comfortably,excellent,good,yes,no,yes,no,yes,no,no,no,no,no
5354,710,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
5355,2356,finding it difficult to get by,good,good,no,no,no,no,no,no,no,no,no,yes
5356,1653,doing okay,only fair,only fair,yes,yes,yes,yes,no,yes,no,no,no,no
5357,785,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
5358,931,living comfortably,good,excellent,yes,no,no,no,yes,no,no,no,no,no
5359,2161,doing okay,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
5360,1025,just getting by,good,only fair,no,no,no,no,yes,no,no,no,no,no
5361,1374,doing okay,only fair,poor,yes,no,yes,no,no,no,no,no,no,no
5362,1139,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
5363,603,just getting by,only fair,only fair,yes,yes,no,no,no,no,no,no,yes,no
5364,1899,just getting by,good,good,no,no,no,no,no,no,no,no,no,yes
5365,46799,doing okay,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
5366,1265,doing okay,good,only fair,no,no,no,no,no,no,no,no,no,yes
5367,1155,doing okay,only fair,good,yes,no,no,yes,no,no,yes,no,no,no
5368,1205,doing okay,only fair,good,yes,no,no,no,yes,no,no,no,no,no
5369,1248,living comfortably,only fair,good,yes,no,no,no,yes,no,no,no,no,no
5370,580,doing okay,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
5371,1351,just getting by,good,good,yes,no,yes,yes,yes,no,no,no,no,no
5372,760,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5373,6308,living comfortably,good,excellent,yes,no,yes,no,no,no,no,no,no,no
5374,537,just getting by,good,good,yes,yes,yes,no,no,no,no,no,no,no
5375,1189,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
5376,642,just getting by,only fair,only fair,yes,no,yes,no,yes,no,no,no,no,no
5377,701,doing okay,excellent,only fair,yes,no,yes,no,no,no,no,no,no,no
5378,711,doing okay,excellent,excellent,yes,yes,yes,no,no,no,no,no,no,no
5379,929,doing okay,excellent,excellent,no,no,no,no,yes,no,no,no,no,no
5380,1097,living comfortably,excellent,good,no,no,yes,no,no,no,no,no,no,no
5381,1390,living comfortably,excellent,good,no,no,yes,no,no,no,no,no,no,no
5382,590,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
5383,1151,doing okay,only fair,good,no,no,yes,no,no,no,no,no,no,no
5384,838,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5385,808,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
5386,1686,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
5387,778,just getting by,good,only fair,yes,no,no,yes,no,no,no,no,no,no
5388,653,living comfortably,good,only fair,no,no,no,no,yes,no,no,no,no,no
5389,1013,doing okay,good,good,no,no,no,yes,no,no,no,no,no,no
5390,1002,doing okay,good,only fair,yes,no,yes,yes,yes,no,no,no,no,no
5391,2063,living comfortably,good,only fair,no,no,no,no,yes,no,no,no,no,no
5392,1626,finding it difficult to get by,only fair,poor,yes,no,no,no,no,no,no,no,no,yes
5393,1294,living comfortably,excellent,excellent,no,no,yes,no,yes,no,no,no,no,no
5394,2261,doing okay,good,good,no,yes,no,no,no,no,no,no,no,yes
5395,864,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
5396,1236,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
5397,760,living comfortably,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
5398,1699,doing okay,good,only fair,yes,no,no,yes,yes,no,no,no,no,no
5399,1314,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
5400,1087,just getting by,only fair,good,yes,yes,no,yes,no,no,no,no,no,no
5401,1045,just getting by,good,good,yes,yes,no,yes,no,no,no,no,no,no
5402,1092,finding it difficult to get by,only fair,only fair,yes,no,no,no,no,no,no,no,yes,no
5403,862,doing okay,good,only fair,yes,yes,yes,no,no,no,no,no,no,no
5404,844,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
5405,887,living comfortably,poor,good,yes,no,no,no,yes,no,no,no,no,no
5406,1454,just getting by,only fair,only fair,yes,yes,no,yes,no,no,yes,no,yes,no
5407,981,just getting by,only fair,only fair,yes,yes,no,yes,yes,no,no,no,no,no
5408,1124,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
5409,1667,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
5410,1946,just getting by,only fair,good,yes,yes,no,no,no,no,no,no,no,yes
5411,1877,finding it difficult to get by,good,good,yes,no,yes,no,no,no,no,no,no,no
