facility_key,owner_key,phone,program_category,inspection_type,action_code,result_code,facility_name,site_address,city,state,zip,owner_name,nature_of_business,street_number,street_name,street_type,post_directional,program_category_description,inspection_date,inspection_desc,serial_num,action_desc,result_desc,violation_code,violation_desc,inspection_memo,not_masked,sampid,sampsize
50270,2546,5052691356.0,406,,11,3,golden pride chicken,10101 central av ne ,albuquerque,nm,87123,golden pride chicken,restaurant,10101,central,av,ne,food service establishment,2021-02-17 00:00:00,covid response,dap9tsr0z,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
117004,104551,5053410138.0,406,,11,3,carls jr #7603,6700 central av sw,albuquerque,nm,87121,wiles restaurants inc,,6700,central,av,sw,food service establishment,2021-01-15 00:00:00,covid response,daldobnlt,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
1561,19586,4792770139.0,406,,11,3,sams club 6672,300 eubank blvd ne ,albuquerque,nm,87123,sams east inc,restaurant,300,eubank,blvd,ne,food service establishment,2020-11-21 00:00:00,covid response,da2ho9hhc,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
111709,96483,5057969020.0,406,,11,3,freddys frozen custard,10701 corrales rd nw a-1,albuquerque,nm,87114,ffc new mexico llc,,10701,corrales,rd,nw,food service establishment,2021-03-12 00:00:00,covid response,dajjmdwkd,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
97173,87697,5052698528.0,406,,11,3,holy cow llc,700 central av se,albuquerque,nm,87102,holy cow llc,,700,central,av,se,food service establishment,2021-02-02 00:00:00,covid response,daong2qgx,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
113212,92743,5057507596.0,406,,11,3,bosque brewing public house,106 girard blvd se b,albuquerque,nm,87106,bosque brewing co llc,,106,girard,blvd,se,food service establishment,2020-11-06 00:00:00,covid response,da7ktegzb,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
105432,94703,5058425434.0,406,,6,2,back street grill,1919 old town rd nw #6,albuquerque,nm,87104,"back street grill, llc",,1919,old town,rd,nw,food service establishment,2020-12-30 00:00:00,covid response,dahcn4gtt,unsatisfactory,not in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,48,50
127327,112836,5058814953.0,406,,11,3,amys donuts,6001 san mateo blvd ne ste g3,albuquerque,nm,87109,amys donuts albuquerque,,6001,san mateo,blvd,ne,food service establishment,2021-03-01 00:00:00,covid response,dac0ic6da,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
117494,104999,5058844171.0,406,,35,2,chick fil a,5009 montgomery blvd ne,albuquerque,nm,87109,spadoni nm,,5009,montgomery,blvd,ne,food service establishment,2020-11-03 00:00:00,covid response,daputwmcn,csp corrected on site,not in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,48,50
127778,113087,5058994242.0,406,,11,3,papa johns pizza,8201 golf course rd nw,albuquerque,nm,87120,working better together llc,,8201,golf course,rd,nw,food service establishment,2020-11-20 00:00:00,covid response,dao09rfmq,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
93855,70629,5058816700.0,406,,11,3,jasons deli,2105 louisiana blvd ne ,albuquerque,nm,87110,coastal deli inc,food service,2105,louisiana,blvd,ne,food service establishment,2020-10-31 00:00:00,covid response,day0zmj0e,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
88972,80756,5052431118.0,408,,11,3,robert f kennedy charter school,4300 blake rd sw ,albuquerque,nm,87121,robert f kennedy charter schoo,school kitchen,4300,blake,rd,sw,school,2021-01-12 00:00:00,covid response,daj7oktwu,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
46553,43824,5053410300.0,406,,35,3,swh mimis cafe llc,4316 the 25 way ne ,albuquerque,nm,87109,swh mimi's cafe llc,restaurant,4316,the 25 way,,ne,food service establishment,2021-02-04 00:00:00,covid response,daxhceetg,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,48,50
126427,112296,5058561617.0,406,,11,3,which wich 219,8110 louisiana blvd ne,albuquerque,nm,87113,tl la llc,,8110,louisiana,blvd,ne,food service establishment,2021-01-20 00:00:00,covid response,dat1cmwkw,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
122974,21242,,406,,11,3,starbucks coffee 5791,1000 rio grande blvd nw ste d,albuquerque,nm,87104,starbucks corp,,1000,rio grande,blvd,nw,food service establishment,2021-02-04 00:00:00,covid response,dahwdu8m4,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
128034,113242,5052421111.0,406,,11,3,monroes,1025 4th st nw,albuquerque,nm,87102,guillermo & robert inc,,1025,4th,st,nw,food service establishment,2020-12-28 00:00:00,covid response,da8dnamet,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
127842,113120,5059076464.0,406,,11,3,teasu,5010 cutler av ne,albuquerque,nm,87110,paper crane pictures,,5010,cutler,av,ne,food service establishment,2021-03-17 00:00:00,covid response,daz0z7buo,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
120899,107887,,406,,35,3,five guys burgers and fries,6650 holly av,albuquerque,nm,87113,five guys operations llc,,6650,holly,av,,food service establishment,2020-11-25 00:00:00,covid response,damp0mnf0,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,48,50
104759,86617,5052666251.0,406,,11,3,firehouse subs,4411 san mateo ne ste e9,albuquerque,nm,87109,lucaba llc,,4411,san mateo,,ne,food service establishment,2021-01-14 00:00:00,covid response,dag2v0scc,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
127275,112796,5058975926.0,406,,11,3,cheba hut,3700 ellison dr nw,albuquerque,nm,87114,big toasted mon3,,3700,ellison,dr,nw,food service establishment,2021-03-03 00:00:00,covid response,da5r3epp1,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
5862,4986,5052559701.0,406,,11,3,burger king,2110 carlisle blvd ne ,albuquerque,nm,87110,burger king,restaurant,2110,carlisle,blvd,ne,food service establishment,2021-03-24 00:00:00,covid response,dal2l2hlh,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
126609,112421,5054003494.0,603,,11,3,caveman coffee co,2420 midtown pl ne ste g,albuquerque,nm,87123,the pirate life inc,,2420,midtown,pl,ne,warehouse,2020-12-07 00:00:00,covid response,daa2poi6n,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
84496,76890,5052637316.0,406,,35,3,stufys drive thru,1107 candelaria rd nw ,albuquerque,nm,87120,l villanueva and c  beckmann,restaurant,1107,candelaria,rd,nw,food service establishment,2020-11-24 00:00:00,covid response,daku5yimv,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,48,50
2028,1794,5058437505.0,406,,11,3,quarters rest & lounge,801 yale blvd se,albuquerque,nm,87106,quarters rest & lounge,bar/restaurant,801,yale,blvd,se,food service establishment,2020-12-07 00:00:00,covid response,dalpihdql,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
58206,11661,6267999898.0,406,,11,3,panda express  1004,3703 ellison dr nw ste c,albuquerque,nm,87114,panda express inc,restaurant,3703,ellison,dr,nw,food service establishment,2020-11-18 00:00:00,covid response,da9skstrn,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
90540,82038,5052609999.0,606,,11,3,culligan bottled water co,1111 san mateo blvd ne ,albuquerque,nm,87110,william dawson,processor,1111,san mateo,blvd,ne,retail - prepackage only,2021-02-09 00:00:00,covid response,dakjbbg1v,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
125220,111683,5052733324.0,404,,11,3,coronado villa retirement community,6900 san vicente av ne,albuquerque,nm,87109,coronado villa retirement community,,6900,san vicente,av,ne,institutional kitchen,2021-01-22 00:00:00,covid response,daipabe4z,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
128378,113547,5055459585.0,606,,11,3,murphy express #8909,221 unser blvd sw,albuquerque,nm,87121,murphy oil usa inc,,221,unser,blvd,sw,retail - prepackage only,2020-12-14 00:00:00,covid response,dapf7gokx,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
126565,112393,5052672042.0,601,,35,3,family dollar stores #11852,7226 central av se unit a,albuquerque,nm,87108,family dollar store of nm inc,,7226,central,av,se,retail -grocery,2020-11-18 00:00:00,covid response,daufbvqa0,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,48,50
51168,5113,5057272801.0,404,,11,2,lovelace medical center,601 dr martin luther king jr av ne ,albuquerque,nm,87102,ardent health services,health serv,601,dr martin luther king jr,av,ne,institutional kitchen,2021-02-24 00:00:00,covid response,darqn0jfh,approved,not in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
126905,112580,5053449100.0,406,,11,3,mcdonalds restaurant,4300 osuna rd ne,albuquerque,nm,87109,korean inc,,4300,osuna,rd,ne,food service establishment,2020-12-04 00:00:00,covid response,da3zpdhg3,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
128009,113223,5057960335.0,406,,11,3,wendys,8100 louisiana blvd ne,albuquerque,nm,87113,wen new mexico llc,,8100,louisiana,blvd,ne,food service establishment,2021-01-20 00:00:00,covid response,da8rwh0rh,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
100426,90465,5052420150.0,406,,11,3,gardunos westside,10031 coors blvd nw,albuquerque,nm,87114,gardunos operating llc,,10031,coors,blvd,nw,food service establishment,2021-01-05 00:00:00,covid response,darjjufo2,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,48,50
51190,10281,5058650480.0,406,,11,3,mcdonalds 23529,1523 4th st sw ,albuquerque,nm,87105,lpg enterprises inc,restaurant,1523,4th,st,sw,food service establishment,2021-03-04 00:00:00,covid response,dadyd3llq,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
126609,112421,5054003494.0,603,,11,3,caveman coffee co,2420 midtown pl ne ste g,albuquerque,nm,87123,the pirate life inc,,2420,midtown,pl,ne,warehouse,2020-12-07 00:00:00,covid response,daa2poi6n,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
1325,1173,5058986121.0,601,,11,3,kellers farm stores,6100 coors blvd nw ,albuquerque,nm,87120,kellers farm store,meat market,6100,coors,blvd,nw,retail -grocery,2021-02-04 00:00:00,covid response,datjnefdq,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
12437,11125,5052684418.0,410,,11,3,albuquerque indian center,105 texas st se ,albuquerque,nm,87108,albuquerque indian center,social services,105,texas,st,se,not for profit kitchen permit,2021-02-05 00:00:00,covid response,daqhbak4g,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
125713,111936,,405,,11,3,jerky by art,1717 san pedro dr ne,albuquerque,nm,87110,dbcreamer llc,,1717,san pedro,dr,ne,food processor,2021-01-25 00:00:00,covid response,da6wusupo,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
72211,18064,9086880888.0,606,,11,3,bed bath & beyond,3601 old airport rd nw ste a,albuquerque,nm,87114,bed bath & beyond inc,retail sales,3601,old airport,rd,nw,retail - prepackage only,2021-03-01 00:00:00,covid response,daiwr0pai,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
16971,15442,5052555454.0,406,,11,3,saggios,107 cornell dr se ,albuquerque,nm,87106,saggio's,restaurant,107,cornell,dr,se,food service establishment,2021-03-22 00:00:00,covid response,dazpy0mid,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
127235,112762,,406,,11,3,sweet cup espresso and boba bar,3517 wyoming blvd ne ste a,albuquerque,nm,87110,poki coffee llc,,3517,wyoming,blvd,ne,food service establishment,2020-12-28 00:00:00,covid response,da6rjcfze,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
45108,11416,5052391181.0,406,,35,3,jimmys cafe,7007 jefferson ne ste f,albuquerque,nm,87110,reynolds enterprise,restaurant,7007,jefferson,,ne,food service establishment,2021-03-10 00:00:00,covid response,dajcmo131,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,49,50
18868,17265,5053430466.0,406,,35,3,luigis restaurant,6225 4th st nw ,albuquerque,nm,87107,luigi's restaurant,restaurant,6225,4th,st,nw,food service establishment,2020-11-09 00:00:00,covid response,dapq1ibf0,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,49,50
112679,100877,5057150560.0,601,,11,3,louisiana meat market llc,520 louisiana blvd se,albuquerque,nm,87108,tanilo de lira,,520,louisiana,blvd,se,retail -grocery,2021-02-09 00:00:00,covid response,dabiybbd3,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
2057,1808,5057247060.0,406,,11,3,presbyterian hosp kitchen/drs,1100 central av se ,albuquerque,nm,87106,presbyterian health care services,inst kitchen/rests,1100,central,av,se,food service establishment,2021-03-09 00:00:00,covid response,da5w0qgfo,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
124903,111409,5052922516.0,607,,35,3,kicks 66,1200 wyoming blvd nw,albuquerque,nm,87112,shwan llc,,1200,wyoming,blvd,nw,retail - self service & prepackage foods,2020-12-10 00:00:00,covid response,dap0uhfqx,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,49,50
128014,113228,,406,,11,3,wendys,2203 wyoming blvd ne,albuquerque,nm,87112,wen new mexico llc,,2203,wyoming,blvd,ne,food service establishment,2020-12-15 00:00:00,covid response,dackr0drg,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
91089,66999,5052601366.0,610,,11,3,kikka @ whole foods market,2103 carlisle blvd ne ,albuquerque,nm,87110,ito incorporated,restaurant,2103,carlisle,blvd,ne,retail - specialty food permit,2020-12-18 00:00:00,covid response,daouy3uf5,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
94799,85660,5052815611.0,406,,11,3,acapulco taco,840 san mateo blvd se,albuquerque,nm,87110,acapulco foods llc,,840,san mateo,blvd,se,food service establishment,2021-03-16 00:00:00,covid response,dakytg5hr,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
96382,5909,5058330100.0,406,,11,3,burger king 17840,111 98th st nw,albuquerque,nm,87121,burger king,,111,98th,st,nw,food service establishment,2020-12-14 00:00:00,covid response,daqqljq0t,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
11376,10143,5052926979.0,406,,35,3,sonic drive in,11715 central av ne ,albuquerque,nm,87123,sonic drive in,restaurant,11715,central,av,ne,food service establishment,2020-11-10 00:00:00,covid response,daphk7rae,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,49,50
126456,112318,5058314740.0,406,,11,3,mcdonalds 3514,1501 coors blvd nw,albuquerque,nm,87121,lpg enterprises,,1501,coors,blvd,nw,food service establishment,2021-02-12 00:00:00,covid response,dafigaqws,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
126565,112393,5052672042.0,601,,35,3,family dollar stores #11852,7226 central av se unit a,albuquerque,nm,87108,family dollar store of nm inc,,7226,central,av,se,retail -grocery,2020-11-18 00:00:00,covid response,daufbvqa0,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,49,50
106411,91280,,406,,11,3,chipotle mexican grill 1919,3400 nm 528 hwy nw bldg b,albuquerque,nm,87114,chipotle mexican grill of colorado llc,,3400,nm 528,hwy,nw,food service establishment,2021-02-18 00:00:00,covid response,daxvflvfz,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
4292,3537,,608,,11,3,smiths food and drug centers inc,320 yale blvd se ,albuquerque,nm,87106,smiths food and drug centers inc,bkry/groc/rest,320,yale,blvd,se,retail - deli,2020-12-04 00:00:00,covid response,daqdityk7,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
127239,112766,5053458866.0,406,,35,3,burger king,5608 4th st nw,albuquerque,nm,87107,m & m brothers,,5608,4th,st,nw,food service establishment,2020-11-25 00:00:00,covid response,daat8ywvd,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,49,50
127459,112908,5057977858.0,406,,11,3,chick fil a at paseo del norte,8110 san pedro dr ne,albuquerque,nm,87113,marklee industries,,8110,san pedro,dr,ne,food service establishment,2021-01-12 00:00:00,covid response,danwfenfo,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
94718,85594,5052420040.0,406,,11,3,hotel parq central,806 central av se,albuquerque,nm,87102,hotel parq management co llc,,806,central,av,se,food service establishment,2020-12-15 00:00:00,covid response,dae1mxnww,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
42898,40497,5052620115.0,406,,11,3,padillas mexican kitchen  inc,1510 girard blvd ne ,albuquerque,nm,87106,padillas mexican kitchen  inc,restaurant,1510,girard,blvd,ne,food service establishment,2021-01-13 00:00:00,covid response,dad36nlfa,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
66235,60910,5052489800.0,406,,35,3,grove cafe and market the,600 central av se ste a,albuquerque,nm,87102,greene sky llc,restaurant,600,central,av,se,food service establishment,2021-01-05 00:00:00,covid response,da1xpas22,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,49,50
127041,112657,5058316463.0,406,,11,3,pizza 9,2641 coors blvd nw ste e,albuquerque,nm,87120,donna llc,,2641,coors,blvd,nw,food service establishment,2021-01-28 00:00:00,covid response,da0cezca0,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
126438,112304,5053471913.0,406,,35,3,leona banh mi,3250 coors blvd nw ste h,albuquerque,nm,87120,phan dinh phung ventures llc,,3250,coors,blvd,nw,food service establishment,2020-11-10 00:00:00,covid response,dal7euqmr,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,49,50
90540,82038,5052609999.0,606,,11,3,culligan bottled water co,1111 san mateo blvd ne ,albuquerque,nm,87110,william dawson,processor,1111,san mateo,blvd,ne,retail - prepackage only,2021-02-09 00:00:00,covid response,dakjbbg1v,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
47768,44953,5053441190.0,406,,35,3,blakes lotaburger 56,1617 indian school rd nw ,albuquerque,nm,87104,blakes lotaburger llc,restaurant,1617,indian school,rd,nw,food service establishment,2021-01-28 00:00:00,covid response,dakojbe9f,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,49,50
79161,72277,5052421234.0,402,,11,3,springstone montessori school,1615 randolph ct se,albuquerque,nm,87106,randolph spring corp,child care,1615,randolph,ct,se,childcare,2021-03-05 00:00:00,covid response,da51keusn,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
63438,7736,5053460135.0,601,,11,3,target store t-2031,6100 paseo del norte blvd ne ,albuquerque,nm,87113,target corporation,retail store,6100,paseo del norte,blvd,ne,retail -grocery,2020-11-14 00:00:00,covid response,da0128731,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
3069,1272,5052987571.0,601,,11,3,albertsons 911,2801 eubank blvd ne a,albuquerque,nm,87112,albertsons,bakery/deli/meat/reti,2801,eubank,blvd,ne,retail -grocery,2020-11-06 00:00:00,covid response,dawtfpmtv,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
16971,15442,5052555454.0,406,,11,3,saggios,107 cornell dr se ,albuquerque,nm,87106,saggio's,restaurant,107,cornell,dr,se,food service establishment,2021-03-22 00:00:00,covid response,dazpy0mid,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
127942,113176,5052219910.0,1002,,11,3,soo bak foods,111 hermosa dr se,albuquerque,nm,87108,john katrinak,,111,hermosa,dr,se,mobile food unit,2020-12-15 00:00:00,covid response,dakyfn7mu,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
5899,5015,5053459200.0,406,,11,3,millys restaurant,7308 jefferson st ne ,albuquerque,nm,87109,milly's restaurant,restaurant,7308,jefferson,st,ne,food service establishment,2021-03-10 00:00:00,covid response,daabhkh9i,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
117873,105326,,607,,11,3,speedway 9244,2932 juan tabo blvd ne,albuquerque,nm,87112,western refining retail llc,,2932,juan tabo,blvd,ne,retail - self service & prepackage foods,2020-11-16 00:00:00,covid response,dag1pvym9,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
66114,60796,5052431440.0,406,,11,3,standard diner,320 central av se ,albuquerque,nm,87102,digregory brothers inc,restaurant,320,central,av,se,food service establishment,2020-12-15 00:00:00,covid response,daxm99jl0,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
126691,112464,5052600677.0,406,,35,3,starbucks,2550 central av se,albuquerque,nm,87106,starbucks,,2550,central,av,se,food service establishment,2020-12-08 00:00:00,covid response,dasor0kpy,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,49,50
128401,113570,5056395528.0,406,,11,3,abq burrito,2930 candelaria rd ne,albuquerque,nm,87107,abq burrito inc,,2930,candelaria,rd,ne,food service establishment,2020-12-03 00:00:00,covid response,daonxqh0f,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
128037,113245,5058148649.0,1002,,11,3,tortas chacon,7850 zuni rd se,albuquerque,nm,87108,aylin villalobos galaz,,7850,zuni,rd,se,mobile food unit,2020-12-16 00:00:00,covid response,dan5emj2n,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
107757,96696,5052472503.0,406,,11,3,pericos de albuquerque,109 yale se,albuquerque,nm,87106,pericos de albuquerque,,109,yale,,se,food service establishment,2020-11-03 00:00:00,covid response,dar8ru8oc,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
100087,90181,5052066108.0,606,,35,3,allstar nutrition,6200 coors blvd nw ste a12,albuquerque,nm,87120,axis nutrition llc,,6200,coors,blvd,nw,retail - prepackage only,2021-01-06 00:00:00,covid response,dasenzber,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,49,50
84496,76890,5052637316.0,406,,35,3,stufys drive thru,1107 candelaria rd nw ,albuquerque,nm,87120,l villanueva and c  beckmann,restaurant,1107,candelaria,rd,nw,food service establishment,2020-11-24 00:00:00,covid response,daku5yimv,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,49,50
126869,112559,,606,,35,3,dollar tree,11110 lomas blvd ne,albuquerque,nm,87112,dollar tree stores,,11110,lomas,blvd,ne,retail - prepackage only,2020-12-22 00:00:00,covid response,dal4qpdv7,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,49,50
15786,14323,5058228855.0,501,,35,3,stoneface tavern,8201 san pedro dr ne,albuquerque,nm,87113,mcccviii llc,bar & restaurant,8201,san pedro,dr,ne,bar,2020-11-02 00:00:00,covid response,da6chdm0l,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,49,50
3322,2717,5052660550.0,406,,11,3,frontier restaurant,2400 central av se ,albuquerque,nm,87106,frontier restaurant,restaurant/aux kitch,2400,central,av,se,food service establishment,2020-12-01 00:00:00,covid response,daqqaokf0,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
126743,112485,5058901455.0,406,,11,3,toltec brewing llc,10250 cottonwood park nw,albuquerque,nm,87114,toltec brewing llc,,10250,cottonwood park,,nw,food service establishment,2021-01-22 00:00:00,covid response,dahitq0ve,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
66114,60796,5052431440.0,406,,11,3,standard diner,320 central av se ,albuquerque,nm,87102,digregory brothers inc,restaurant,320,central,av,se,food service establishment,2020-12-15 00:00:00,covid response,daxm99jl0,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,49,50
75020,3337,5052172001.0,411,,11,3,la montanita food co op,901 menaul blvd ne,albuquerque,nm,87107,la montanita food co op,grocery,901,menaul,blvd,ne,food processor ii,2021-01-22 00:00:00,covid response,dag11xtyp,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,50,50
126789,112511,5053459936.0,406,,11,3,dominos pizza,2400 12th st nw bldg c,albuquerque,nm,87104,dominos pizza,,2400,12th,st,nw,food service establishment,2020-12-17 00:00:00,covid response,dagvq9qw2,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,50,50
116204,103858,5056952767.0,406,,11,3,blunt bros coffee,4400 central av se,albuquerque,nm,87108,david rodriguez,,4400,central,av,se,food service establishment,2021-02-24 00:00:00,covid response,da38zkuwz,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,50,50
45193,7629,5059226422.0,406,,11,3,olive garden 1602,10500 coors bypass blvd nw ,albuquerque,nm,87114,gmri inc,restaurant,10500,coors bypass,blvd,nw,food service establishment,2020-11-04 00:00:00,covid response,dafc5mgqy,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,50,50
98513,88856,5053282201.0,406,,11,3,fastinos,3723 4th st nw,albuquerque,nm,87107,trinity group llc,,3723,4th,st,nw,food service establishment,2020-11-24 00:00:00,covid response,dabnpnp0v,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,50,50
127577,112987,5058981671.0,406,,35,3,firehouse subs,3707 ellison rd nw ste i,albuquerque,nm,87114,lucaba 751 llc,,3707,ellison,rd,nw,food service establishment,2021-02-18 00:00:00,covid response,da6dr5wa0,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,50,50
7201,6194,3037450555.0,406,,11,3,pizza hut 012962,6001 san mateo blvd ne ,albuquerque,nm,87109,palo alto inc,restaurant,6001,san mateo,blvd,ne,food service establishment,2020-12-30 00:00:00,covid response,dapt0mdpl,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,50,50
119622,106810,,607,,11,3,7 eleven #749,5720 zuni blvd se,albuquerque,nm,87108,scs beverage inc,,5720,zuni,blvd,se,retail - self service & prepackage foods,2020-11-02 00:00:00,covid response,da0yphge9,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,50,50
120734,17448,5058399568.0,406,,35,3,bobs burgers,5400 central av se,albuquerque,nm,87108,shark enterprises inc,,5400,central,av,se,food service establishment,2020-11-04 00:00:00,covid response,dawccansd,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,50,50
3322,2717,5052660550.0,403,,11,3,frontier restaurant,2400 central av se ,albuquerque,nm,87106,frontier restaurant,restaurant/aux kitch,2400,central,av,se,bakery,2021-02-24 00:00:00,covid response,daldhbasm,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,50,50
64388,21242,2063188705.0,406,,35,3,starbucks coffee 9764,6828 san mateo blvd ne ,albuquerque,nm,87109,starbucks corp,restaurant,6828,san mateo,blvd,ne,food service establishment,2021-03-08 00:00:00,covid response,dapveuzr3,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,50,50
101006,12776,5058424280.0,406,,11,3,tia juanitas,2200 sunport blvd se,albuquerque,nm,87106,fresquez concessions inc,,2200,sunport,blvd,se,food service establishment,2020-11-17 00:00:00,covid response,da5gyogre,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,50,50
